order_id,customer_id,order_date,status,payment_method,shipping_address,shipping_city,shipping_state,shipping_zip,shipping_country,processing_date,shipping_date,delivery_date,total_amount
278,166,2022-07-12 16:59:32,Delivered,Google Pay,167 Powell Summit Suite 208,West William,CO,24827,US,2022-07-14 16:59:32,2022-07-19 16:59:32,2022-07-26 16:59:32,897.94
279,166,2024-05-21 16:59:32,Delivered,PayPal,167 Powell Summit Suite 208,West William,CO,24827,US,2024-05-22 16:59:32,2024-05-27 16:59:32,2024-06-04 16:59:32,428.61
280,166,2024-02-26 16:59:32,Delivered,Credit Card,167 Powell Summit Suite 208,West William,CO,24827,US,2024-02-26 16:59:32,2024-03-03 16:59:32,2024-03-10 16:59:32,440.15
281,166,2024-03-23 16:59:32,Delivered,PayPal,167 Powell Summit Suite 208,West William,CO,24827,US,2024-03-24 16:59:32,2024-03-30 16:59:32,2024-04-08 16:59:32,497.79
282,166,2024-05-04 16:59:32,Delivered,Gift Card,167 Powell Summit Suite 208,West William,CO,24827,US,2024-05-04 16:59:32,2024-05-08 16:59:32,2024-05-13 16:59:32,869.5
283,166,2022-01-29 16:59:32,Delivered,Gift Card,167 Powell Summit Suite 208,West William,CO,24827,US,2022-01-31 16:59:32,2022-02-03 16:59:32,2022-02-07 16:59:32,750.08
284,166,2022-07-14 16:59:32,Delivered,Gift Card,167 Powell Summit Suite 208,West William,CO,24827,US,2022-07-15 16:59:32,2022-07-22 16:59:32,2022-07-30 16:59:32,242.22
285,166,2025-01-19 16:59:32,Delivered,PayPal,167 Powell Summit Suite 208,West William,CO,24827,US,2025-01-19 16:59:32,2025-01-22 16:59:32,2025-01-28 16:59:32,750.38
286,166,2025-01-19 16:59:32,Delivered,Google Pay,167 Powell Summit Suite 208,West William,CO,24827,US,2025-01-21 16:59:32,2025-01-26 16:59:32,2025-02-01 16:59:32,351.7
287,166,2024-02-29 16:59:32,Delivered,Gift Card,167 Powell Summit Suite 208,West William,CO,24827,US,2024-03-01 16:59:32,2024-03-03 16:59:32,2024-03-06 16:59:32,350.86
288,167,2025-03-07 16:59:32,In Transit,Apple Pay,4499 Larry Pine Suite 144,Ochoaborough,WY,75085,US,2025-03-08 16:59:32,2025-03-10 16:59:32,2025-03-15 16:59:32,319.25
289,168,2025-02-10 16:59:32,Delivered,PayPal,6811 Mary Ports Apt. 324,Castroberg,HI,07376,US,2025-02-10 16:59:32,2025-02-13 16:59:32,2025-02-19 16:59:32,23.69
290,169,2025-03-13 16:59:32,Shipped,Google Pay,576 Petersen Mount Suite 800,Matthewberg,PW,52352,US,2025-03-13 16:59:32,2025-03-19 16:59:32,2025-03-26 16:59:32,1012.99
291,171,2024-04-16 16:59:32,Delivered,PayPal,22987 Jenkins Ford Apt. 790,Davidborough,OH,13056,US,2024-04-18 16:59:32,2024-04-19 16:59:32,2024-04-23 16:59:32,203.74
292,173,2025-03-13 16:59:32,Processing,PayPal,68974 Lara Flats,Rodriguezmouth,IA,20816,US,2025-03-14 16:59:32,2025-03-15 16:59:32,2025-03-18 16:59:32,662.73
293,174,2025-02-24 16:59:32,Delivered,Gift Card,5806 John Islands Suite 526,Bentleyton,TX,32214,US,2025-02-25 16:59:32,2025-03-03 16:59:32,2025-03-10 16:59:32,600.05
294,175,2024-01-04 16:59:32,Delivered,PayPal,816 Kane Rapid,Port Henry,IA,48339,US,2024-01-05 16:59:32,2024-01-06 16:59:32,2024-01-10 16:59:32,245.79
295,176,2025-02-22 16:59:32,Delivered,Google Pay,830 Joseph Locks,Roberthaven,WY,44322,US,2025-02-22 16:59:32,2025-02-25 16:59:32,2025-03-02 16:59:32,6.4
296,176,2025-01-19 16:59:32,Delivered,Google Pay,830 Joseph Locks,Roberthaven,WY,44322,US,2025-01-20 16:59:32,2025-01-23 16:59:32,2025-01-29 16:59:32,89.34
297,176,2025-01-27 16:59:32,Delivered,Apple Pay,830 Joseph Locks,Roberthaven,WY,44322,US,2025-01-29 16:59:32,2025-02-01 16:59:32,2025-02-05 16:59:32,238.73
298,177,2024-08-24 16:59:32,Delivered,Credit Card,3305 Erickson Land,Jameston,AL,76213,US,2024-08-25 16:59:32,2024-08-28 16:59:32,2024-09-01 16:59:32,1262.68
299,177,2025-03-03 16:59:32,Delivered,Apple Pay,3305 Erickson Land,Jameston,AL,76213,US,2025-03-05 16:59:32,2025-03-08 16:59:32,2025-03-12 16:59:32,77.29
300,177,2023-04-28 16:59:32,Delivered,Gift Card,3305 Erickson Land,Jameston,AL,76213,US,2023-04-30 16:59:32,2023-05-01 16:59:32,2023-05-03 16:59:32,2615.78
301,177,2023-02-10 16:59:32,Delivered,Apple Pay,3305 Erickson Land,Jameston,AL,76213,US,2023-02-12 16:59:32,2023-02-15 16:59:32,2023-02-21 16:59:32,364.21
302,178,2024-08-20 16:59:32,Delivered,PayPal,78568 Shawn Rapids Suite 505,South Stephaniebury,UT,74268,US,2024-08-22 16:59:32,2024-08-23 16:59:32,2024-08-27 16:59:32,207.82
303,179,2024-12-19 16:59:32,Delivered,PayPal,89440 Bell Stravenue Suite 525,Port Miguel,AK,87525,US,2024-12-20 16:59:32,2024-12-25 16:59:32,2025-01-01 16:59:32,15.39
304,180,2025-02-08 16:59:32,Delivered,Gift Card,611 Hunt Way,Lake Davidbury,NE,00924,US,2025-02-10 16:59:32,2025-02-14 16:59:32,2025-02-21 16:59:32,50.5
305,180,2025-03-09 16:59:32,In Transit,Gift Card,611 Hunt Way,Lake Davidbury,NE,00924,US,2025-03-09 16:59:32,2025-03-11 16:59:32,2025-03-14 16:59:32,334.11
306,180,2025-02-20 16:59:32,Delivered,PayPal,611 Hunt Way,Lake Davidbury,NE,00924,US,2025-02-20 16:59:32,2025-02-23 16:59:32,2025-02-27 16:59:32,1532.62
307,180,2025-02-12 16:59:32,Delivered,Gift Card,611 Hunt Way,Lake Davidbury,NE,00924,US,2025-02-12 16:59:32,2025-02-15 16:59:32,2025-02-19 16:59:32,1681.48
308,180,2025-03-09 16:59:32,Shipped,Gift Card,611 Hunt Way,Lake Davidbury,NE,00924,US,2025-03-11 16:59:32,2025-03-17 16:59:32,2025-03-26 16:59:32,12.5
309,181,2024-09-10 16:59:32,Delivered,PayPal,14972 Hunter Courts Apt. 956,Torrestown,NM,59430,US,2024-09-11 16:59:32,2024-09-13 16:59:32,2024-09-17 16:59:32,556.38
310,182,2025-03-09 16:59:32,In Transit,Apple Pay,5167 Suarez Stravenue,Fowlerborough,MN,71455,US,2025-03-11 16:59:32,2025-03-13 16:59:32,2025-03-18 16:59:32,1309.83
311,182,2025-02-19 16:59:32,Delivered,Credit Card,5167 Suarez Stravenue,Fowlerborough,MN,71455,US,2025-02-19 16:59:32,2025-02-20 16:59:32,2025-02-22 16:59:32,1168.32
312,182,2025-03-10 16:59:32,Shipped,Credit Card,5167 Suarez Stravenue,Fowlerborough,MN,71455,US,2025-03-12 16:59:32,2025-03-14 16:59:32,2025-03-19 16:59:32,120.71
313,183,2021-03-17 16:59:32,Delivered,Credit Card,25201 Bryan Light Suite 691,South Lisa,DE,76172,US,2021-03-17 16:59:32,2021-03-23 16:59:32,2021-04-01 16:59:32,557.0
314,184,2025-02-20 16:59:32,Delivered,Gift Card,2620 Carmen Harbor Suite 478,North Jacobburgh,MO,77950,US,2025-02-20 16:59:32,2025-02-22 16:59:32,2025-02-25 16:59:32,436.76
315,184,2022-11-05 16:59:32,Delivered,Credit Card,2620 Carmen Harbor Suite 478,North Jacobburgh,MO,77950,US,2022-11-05 16:59:32,2022-11-06 16:59:32,2022-11-08 16:59:32,64.31
316,184,2023-08-21 16:59:32,Delivered,Credit Card,2620 Carmen Harbor Suite 478,North Jacobburgh,MO,77950,US,2023-08-23 16:59:32,2023-08-27 16:59:32,2023-09-03 16:59:32,476.14
317,184,2023-11-11 16:59:32,Delivered,Credit Card,2620 Carmen Harbor Suite 478,North Jacobburgh,MO,77950,US,2023-11-11 16:59:32,2023-11-16 16:59:32,2023-11-23 16:59:32,838.71
318,184,2024-09-29 16:59:32,Delivered,Apple Pay,2620 Carmen Harbor Suite 478,North Jacobburgh,MO,77950,US,2024-09-29 16:59:32,2024-10-03 16:59:32,2024-10-10 16:59:32,349.79
319,184,2022-11-11 16:59:32,Delivered,Apple Pay,2620 Carmen Harbor Suite 478,North Jacobburgh,MO,77950,US,2022-11-12 16:59:32,2022-11-18 16:59:32,2022-11-26 16:59:32,1389.45
320,185,2025-03-02 16:59:32,In Transit,Apple Pay,750 Nguyen Orchard Suite 791,Turnerland,PW,16955,US,2025-03-02 16:59:32,2025-03-07 16:59:32,2025-03-14 16:59:32,2216.5
321,185,2025-01-21 16:59:32,Delivered,Google Pay,750 Nguyen Orchard Suite 791,Turnerland,PW,16955,US,2025-01-22 16:59:32,2025-01-26 16:59:32,2025-02-01 16:59:32,878.9
322,186,2024-11-22 16:59:32,Delivered,Gift Card,369 Hayes Knoll,Lopezview,ID,26645,US,2024-11-24 16:59:32,2024-11-28 16:59:32,2024-12-05 16:59:32,699.17
323,186,2023-02-28 16:59:32,Delivered,PayPal,369 Hayes Knoll,Lopezview,ID,26645,US,2023-03-01 16:59:32,2023-03-06 16:59:32,2023-03-13 16:59:32,912.27
324,186,2025-03-09 16:59:32,Shipped,Google Pay,369 Hayes Knoll,Lopezview,ID,26645,US,2025-03-11 16:59:32,2025-03-17 16:59:32,2025-03-24 16:59:32,548.51
325,186,2024-12-24 16:59:32,Delivered,Apple Pay,369 Hayes Knoll,Lopezview,ID,26645,US,2024-12-24 16:59:32,2024-12-25 16:59:32,2024-12-27 16:59:32,329.42
326,186,2024-11-29 16:59:32,Delivered,Google Pay,369 Hayes Knoll,Lopezview,ID,26645,US,2024-11-29 16:59:32,2024-12-06 16:59:32,2024-12-14 16:59:32,478.11
327,186,2024-07-31 16:59:32,Delivered,Credit Card,369 Hayes Knoll,Lopezview,ID,26645,US,2024-08-01 16:59:32,2024-08-02 16:59:32,2024-08-04 16:59:32,682.72
328,187,2024-10-13 16:59:32,Delivered,Apple Pay,104 Michele Tunnel,Greenborough,MI,36992,US,2024-10-13 16:59:32,2024-10-17 16:59:32,2024-10-22 16:59:32,1587.21
329,187,2023-12-28 16:59:32,Delivered,Credit Card,104 Michele Tunnel,Greenborough,MI,36992,US,2023-12-28 16:59:32,2023-12-31 16:59:32,2024-01-04 16:59:32,906.18
330,188,2023-12-07 16:59:32,Delivered,Gift Card,15703 Ellis Locks,Lake Christopherchester,LA,90562,US,2023-12-07 16:59:32,2023-12-08 16:59:32,2023-12-10 16:59:32,435.65
331,190,2025-01-07 16:59:32,Delivered,Gift Card,68095 King Village Apt. 854,East Jefferyborough,NE,51889,US,2025-01-09 16:59:32,2025-01-14 16:59:32,2025-01-20 16:59:32,3179.65
332,191,2025-03-07 16:59:32,Shipped,Google Pay,524 George Via,Lake Ginaport,GA,75268,US,2025-03-09 16:59:32,2025-03-16 16:59:32,2025-03-25 16:59:32,1177.67
333,192,2025-01-26 16:59:32,Delivered,PayPal,74020 Miles Mews,Powellport,ND,10213,US,2025-01-28 16:59:32,2025-02-03 16:59:32,2025-02-10 16:59:32,3129.84
334,192,2022-10-24 16:59:32,Delivered,PayPal,74020 Miles Mews,Powellport,ND,10213,US,2022-10-25 16:59:32,2022-10-26 16:59:32,2022-10-28 16:59:32,2380.7
335,193,2024-11-19 16:59:32,Delivered,Apple Pay,08523 Michael Village,East Keith,ND,33361,US,2024-11-19 16:59:32,2024-11-25 16:59:32,2024-12-03 16:59:32,1417.23
336,193,2022-04-29 16:59:32,Delivered,Credit Card,08523 Michael Village,East Keith,ND,33361,US,2022-04-30 16:59:32,2022-05-03 16:59:32,2022-05-09 16:59:32,350.18
337,194,2024-12-03 16:59:32,Delivered,PayPal,7604 Christine Street,Lake Victoria,TN,87097,US,2024-12-04 16:59:32,2024-12-11 16:59:32,2024-12-19 16:59:32,383.4
338,194,2024-08-16 16:59:32,Delivered,Credit Card,7604 Christine Street,Lake Victoria,TN,87097,US,2024-08-18 16:59:32,2024-08-25 16:59:32,2024-09-03 16:59:32,500.59
339,194,2024-10-01 16:59:32,Delivered,Apple Pay,7604 Christine Street,Lake Victoria,TN,87097,US,2024-10-02 16:59:32,2024-10-04 16:59:32,2024-10-08 16:59:32,2440.95
340,194,2023-08-03 16:59:32,Delivered,Google Pay,7604 Christine Street,Lake Victoria,TN,87097,US,2023-08-04 16:59:32,2023-08-05 16:59:32,2023-08-08 16:59:32,109.68
341,194,2025-02-03 16:59:32,Delivered,Google Pay,7604 Christine Street,Lake Victoria,TN,87097,US,2025-02-05 16:59:32,2025-02-06 16:59:32,2025-02-10 16:59:32,434.44
342,195,2024-12-11 16:59:32,Delivered,Google Pay,33051 Hailey Via,Levyberg,LA,61049,US,2024-12-11 16:59:32,2024-12-18 16:59:32,2024-12-28 16:59:32,125.12
343,196,2025-02-28 16:59:32,Delivered,Gift Card,936 Tara Road,Port Mary,OH,85817,US,2025-03-02 16:59:32,2025-03-06 16:59:32,2025-03-12 16:59:32,158.49
344,196,2024-10-30 16:59:32,Delivered,PayPal,936 Tara Road,Port Mary,OH,85817,US,2024-10-31 16:59:32,2024-11-03 16:59:32,2024-11-08 16:59:32,356.79
345,197,2022-12-01 16:59:32,Delivered,Gift Card,135 Larry Mountain,West Adamfort,PR,86411,US,2022-12-03 16:59:32,2022-12-07 16:59:32,2022-12-13 16:59:32,320.09
346,197,2024-05-25 16:59:32,Delivered,Gift Card,135 Larry Mountain,West Adamfort,PR,86411,US,2024-05-27 16:59:32,2024-06-02 16:59:32,2024-06-11 16:59:32,1050.05
347,198,2023-10-04 16:59:32,Delivered,Google Pay,059 Jones Tunnel,Andreastad,KY,98575,US,2023-10-05 16:59:32,2023-10-06 16:59:32,2023-10-08 16:59:32,2140.02
348,199,2021-09-01 16:59:32,Delivered,Gift Card,10967 Cooper Spring Apt. 636,Jessicatown,PR,44433,US,2021-09-03 16:59:32,2021-09-08 16:59:32,2021-09-14 16:59:32,245.11
349,200,2024-01-02 16:59:32,Delivered,Credit Card,81718 Michael Wall,Emilymouth,FM,18723,US,2024-01-03 16:59:32,2024-01-10 16:59:32,2024-01-19 16:59:32,499.83
350,201,2024-06-17 16:59:32,Delivered,Apple Pay,30659 Nunez Burg Apt. 381,East Janetport,OH,49289,US,2024-06-18 16:59:32,2024-06-22 16:59:32,2024-06-28 16:59:32,340.29
351,202,2025-03-08 16:59:32,In Transit,PayPal,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-09 16:59:32,2025-03-13 16:59:32,2025-03-19 16:59:32,743.32
352,202,2025-03-06 16:59:32,Delivered,Credit Card,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-06 16:59:32,2025-03-07 16:59:32,2025-03-09 16:59:32,530.38
353,202,2025-03-13 16:59:32,Processing,Apple Pay,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-15 16:59:32,2025-03-22 16:59:32,2025-03-30 16:59:32,1544.78
354,202,2025-03-04 16:59:32,In Transit,Google Pay,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-06 16:59:32,2025-03-13 16:59:32,2025-03-23 16:59:32,954.26
355,202,2025-03-10 16:59:32,Shipped,Google Pay,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-12 16:59:32,2025-03-15 16:59:32,2025-03-20 16:59:32,1577.62
356,202,2025-03-13 16:59:32,Processing,Apple Pay,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-15 16:59:32,2025-03-20 16:59:32,2025-03-27 16:59:32,317.73
357,202,2025-03-05 16:59:32,In Transit,Google Pay,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-05 16:59:32,2025-03-10 16:59:32,2025-03-18 16:59:32,319.87
358,202,2025-03-11 16:59:32,Shipped,Gift Card,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-11 16:59:32,2025-03-16 16:59:32,2025-03-22 16:59:32,1268.67
359,202,2025-03-13 16:59:32,Processing,Credit Card,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-15 16:59:32,2025-03-21 16:59:32,2025-03-30 16:59:32,988.74
360,202,2025-03-07 16:59:32,In Transit,Gift Card,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-07 16:59:32,2025-03-10 16:59:32,2025-03-14 16:59:32,1029.86
361,202,2025-03-04 16:59:32,In Transit,Credit Card,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-05 16:59:32,2025-03-10 16:59:32,2025-03-16 16:59:32,1176.96
362,202,2025-03-03 16:59:32,In Transit,Google Pay,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-04 16:59:32,2025-03-11 16:59:32,2025-03-19 16:59:32,244.55
363,202,2025-03-02 16:59:32,Delivered,Google Pay,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-02 16:59:32,2025-03-04 16:59:32,2025-03-09 16:59:32,39.04
364,202,2025-03-04 16:59:32,Delivered,Gift Card,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-05 16:59:32,2025-03-06 16:59:32,2025-03-08 16:59:32,2263.93
365,202,2025-03-13 16:59:32,Processing,Credit Card,732 Juan Rest Suite 032,West Jacobport,TN,65457,US,2025-03-15 16:59:32,2025-03-21 16:59:32,2025-03-29 16:59:32,238.75
366,203,2025-03-02 16:59:32,Delivered,Credit Card,794 Brandon Mountains Apt. 239,Rodneymouth,DC,86606,US,2025-03-03 16:59:32,2025-03-04 16:59:32,2025-03-06 16:59:32,344.02
367,204,2022-03-03 16:59:32,Delivered,Gift Card,123 Amanda Ports Apt. 972,West Williambury,AZ,36534,US,2022-03-03 16:59:32,2022-03-04 16:59:32,2022-03-07 16:59:32,1556.63
368,204,2024-03-28 16:59:32,Delivered,Credit Card,123 Amanda Ports Apt. 972,West Williambury,AZ,36534,US,2024-03-30 16:59:32,2024-04-02 16:59:32,2024-04-07 16:59:32,413.11
369,205,2024-04-23 16:59:32,Delivered,Gift Card,8593 Katrina Plains Suite 362,West Rachelport,PA,25563,US,2024-04-24 16:59:32,2024-04-29 16:59:32,2024-05-05 16:59:32,306.06
370,205,2024-04-19 16:59:32,Delivered,Credit Card,8593 Katrina Plains Suite 362,West Rachelport,PA,25563,US,2024-04-19 16:59:32,2024-04-23 16:59:32,2024-04-28 16:59:32,1244.94
371,205,2024-10-05 16:59:32,Delivered,Credit Card,8593 Katrina Plains Suite 362,West Rachelport,PA,25563,US,2024-10-05 16:59:32,2024-10-12 16:59:32,2024-10-21 16:59:32,112.14
372,205,2023-08-10 16:59:32,Delivered,Credit Card,8593 Katrina Plains Suite 362,West Rachelport,PA,25563,US,2023-08-11 16:59:32,2023-08-13 16:59:32,2023-08-18 16:59:32,19.66
373,205,2024-07-05 16:59:32,Delivered,Credit Card,8593 Katrina Plains Suite 362,West Rachelport,PA,25563,US,2024-07-07 16:59:32,2024-07-12 16:59:32,2024-07-20 16:59:32,774.24
374,205,2024-08-01 16:59:32,Delivered,Credit Card,8593 Katrina Plains Suite 362,West Rachelport,PA,25563,US,2024-08-01 16:59:32,2024-08-04 16:59:32,2024-08-09 16:59:32,420.65
375,205,2023-05-15 16:59:32,Delivered,Gift Card,8593 Katrina Plains Suite 362,West Rachelport,PA,25563,US,2023-05-15 16:59:32,2023-05-18 16:59:32,2023-05-22 16:59:32,1236.9
376,205,2024-07-12 16:59:32,Delivered,Google Pay,8593 Katrina Plains Suite 362,West Rachelport,PA,25563,US,2024-07-12 16:59:32,2024-07-16 16:59:32,2024-07-22 16:59:32,1755.96
377,205,2025-01-15 16:59:32,Delivered,PayPal,8593 Katrina Plains Suite 362,West Rachelport,PA,25563,US,2025-01-17 16:59:32,2025-01-18 16:59:32,2025-01-20 16:59:32,307.0
378,205,2024-06-28 16:59:32,Delivered,PayPal,8593 Katrina Plains Suite 362,West Rachelport,PA,25563,US,2024-06-30 16:59:32,2024-07-04 16:59:32,2024-07-09 16:59:32,666.71
379,205,2023-10-30 16:59:32,Delivered,Apple Pay,8593 Katrina Plains Suite 362,West Rachelport,PA,25563,US,2023-10-30 16:59:32,2023-11-05 16:59:32,2023-11-12 16:59:32,1423.77
380,205,2023-12-02 16:59:32,Delivered,Gift Card,8593 Katrina Plains Suite 362,West Rachelport,PA,25563,US,2023-12-02 16:59:32,2023-12-05 16:59:32,2023-12-09 16:59:32,719.91
381,207,2025-03-01 16:59:32,Delivered,Gift Card,7804 Sherri Brooks Suite 866,Millerchester,KS,36338,US,2025-03-03 16:59:32,2025-03-04 16:59:32,2025-03-07 16:59:32,1048.08
382,207,2025-03-03 16:59:32,Delivered,Gift Card,7804 Sherri Brooks Suite 866,Millerchester,KS,36338,US,2025-03-03 16:59:32,2025-03-06 16:59:32,2025-03-10 16:59:32,765.9
383,208,2024-11-20 16:59:32,Delivered,PayPal,7044 Kristi Burgs,Sanchezport,MP,49811,US,2024-11-22 16:59:32,2024-11-24 16:59:32,2024-11-28 16:59:32,215.7
384,210,2025-02-03 16:59:32,Delivered,PayPal,3256 Phillips Via Suite 362,Christopherberg,IL,16684,US,2025-02-03 16:59:32,2025-02-09 16:59:32,2025-02-16 16:59:32,46.37
385,211,2023-12-02 16:59:32,Delivered,Credit Card,21442 Mueller Mill Apt. 538,Elizabethmouth,WI,56130,US,2023-12-03 16:59:32,2023-12-04 16:59:32,2023-12-08 16:59:32,274.31
386,211,2025-01-20 16:59:32,Delivered,Apple Pay,21442 Mueller Mill Apt. 538,Elizabethmouth,WI,56130,US,2025-01-20 16:59:32,2025-01-24 16:59:32,2025-01-30 16:59:32,186.24
387,211,2025-02-12 16:59:32,Delivered,Gift Card,21442 Mueller Mill Apt. 538,Elizabethmouth,WI,56130,US,2025-02-12 16:59:32,2025-02-16 16:59:32,2025-02-21 16:59:32,32.73
388,211,2023-10-01 16:59:32,Delivered,PayPal,21442 Mueller Mill Apt. 538,Elizabethmouth,WI,56130,US,2023-10-03 16:59:32,2023-10-05 16:59:32,2023-10-08 16:59:32,91.45
389,211,2023-12-21 16:59:32,Delivered,Gift Card,21442 Mueller Mill Apt. 538,Elizabethmouth,WI,56130,US,2023-12-21 16:59:32,2023-12-24 16:59:32,2023-12-28 16:59:32,363.89
390,211,2023-12-02 16:59:32,Delivered,Apple Pay,21442 Mueller Mill Apt. 538,Elizabethmouth,WI,56130,US,2023-12-02 16:59:32,2023-12-05 16:59:32,2023-12-11 16:59:32,614.44
391,211,2023-12-07 16:59:32,Delivered,Apple Pay,21442 Mueller Mill Apt. 538,Elizabethmouth,WI,56130,US,2023-12-09 16:59:32,2023-12-11 16:59:32,2023-12-14 16:59:32,555.75
392,212,2024-03-15 16:59:32,Delivered,Credit Card,268 Jennifer Road Suite 081,Melissashire,GU,86603,US,2024-03-15 16:59:32,2024-03-17 16:59:32,2024-03-22 16:59:32,486.41
393,213,2024-01-23 16:59:32,Delivered,PayPal,0781 Stokes Lake Suite 425,West Jane,NJ,65033,US,2024-01-23 16:59:32,2024-01-28 16:59:32,2024-02-05 16:59:32,1127.81
394,214,2025-02-03 16:59:32,Delivered,Gift Card,4862 Diaz Lakes,South Steven,IN,74225,US,2025-02-05 16:59:32,2025-02-08 16:59:32,2025-02-14 16:59:32,164.65
395,214,2025-03-12 16:59:32,Shipped,PayPal,4862 Diaz Lakes,South Steven,IN,74225,US,2025-03-13 16:59:32,2025-03-20 16:59:32,2025-03-28 16:59:32,34.72
396,215,2023-07-14 16:59:32,Delivered,Google Pay,99324 Johnson Port Apt. 625,Lake Thomasborough,DE,90368,US,2023-07-16 16:59:32,2023-07-17 16:59:32,2023-07-19 16:59:32,1047.92
397,216,2025-02-03 16:59:32,Delivered,Google Pay,36179 Hudson Stream Suite 549,Jenniferstad,MP,60324,US,2025-02-05 16:59:32,2025-02-08 16:59:32,2025-02-13 16:59:32,113.92
398,217,2024-11-30 16:59:32,Delivered,Credit Card,6176 Page Trafficway,Tiffanyview,VA,51545,US,2024-12-01 16:59:32,2024-12-04 16:59:32,2024-12-08 16:59:32,258.66
399,218,2024-02-27 16:59:32,Delivered,Apple Pay,595 Laura Pine Apt. 767,Nortonburgh,IL,82414,US,2024-02-29 16:59:32,2024-03-06 16:59:32,2024-03-13 16:59:32,119.3
400,218,2024-03-10 16:59:32,Delivered,Credit Card,595 Laura Pine Apt. 767,Nortonburgh,IL,82414,US,2024-03-11 16:59:32,2024-03-18 16:59:32,2024-03-28 16:59:32,138.35
401,220,2024-11-27 16:59:32,Delivered,Gift Card,79337 Horn Forks Apt. 297,West Shelly,WA,41309,US,2024-11-28 16:59:32,2024-12-05 16:59:32,2024-12-15 16:59:32,529.26
402,221,2024-11-06 16:59:32,Delivered,Credit Card,89452 Caitlyn Row,Ashleyton,DC,31247,US,2024-11-06 16:59:32,2024-11-09 16:59:32,2024-11-13 16:59:32,370.22
403,222,2025-01-30 16:59:32,Delivered,Gift Card,75024 Stacey Burg Apt. 788,Snyderstad,NC,92338,US,2025-01-30 16:59:32,2025-02-02 16:59:32,2025-02-07 16:59:32,333.06
404,223,2025-03-12 16:59:32,Shipped,Google Pay,9462 Thompson Meadow Suite 181,Katieberg,AZ,40932,US,2025-03-12 16:59:32,2025-03-15 16:59:32,2025-03-19 16:59:32,299.96
405,224,2024-07-20 16:59:32,Delivered,Apple Pay,4078 Elliott Street Suite 857,Christineland,AR,52312,US,2024-07-20 16:59:32,2024-07-25 16:59:32,2024-08-01 16:59:32,606.72
406,226,2025-03-06 16:59:32,In Transit,Gift Card,7212 Adam Plaza Suite 789,Kristinville,MN,31188,US,2025-03-06 16:59:32,2025-03-13 16:59:32,2025-03-21 16:59:32,2513.94
407,227,2024-06-21 16:59:32,Delivered,Credit Card,36532 Hamilton Plain Suite 997,Velasqueztown,WA,65818,US,2024-06-22 16:59:32,2024-06-29 16:59:32,2024-07-09 16:59:32,334.64
408,228,2024-11-01 16:59:32,Delivered,Gift Card,638 Kim Well,West Patriciafort,AS,39960,US,2024-11-01 16:59:32,2024-11-07 16:59:32,2024-11-16 16:59:32,488.51
409,228,2024-10-25 16:59:32,Delivered,Apple Pay,638 Kim Well,West Patriciafort,AS,39960,US,2024-10-25 16:59:32,2024-10-28 16:59:32,2024-11-03 16:59:32,855.15
410,228,2025-02-22 16:59:32,Delivered,PayPal,638 Kim Well,West Patriciafort,AS,39960,US,2025-02-24 16:59:32,2025-02-25 16:59:32,2025-02-27 16:59:32,489.04
411,228,2024-08-23 16:59:32,Delivered,Google Pay,638 Kim Well,West Patriciafort,AS,39960,US,2024-08-23 16:59:32,2024-08-26 16:59:32,2024-08-31 16:59:32,1340.87
412,229,2022-05-21 16:59:32,Delivered,Apple Pay,141 Thompson Fords,Ginaburgh,CO,83468,US,2022-05-23 16:59:32,2022-05-27 16:59:32,2022-06-02 16:59:32,395.62
413,230,2024-12-10 16:59:32,Delivered,Gift Card,54176 Smith Island Suite 893,North Richardport,MN,58195,US,2024-12-11 16:59:32,2024-12-15 16:59:32,2024-12-20 16:59:32,480.04
414,231,2024-08-30 16:59:32,Delivered,Google Pay,645 House Cliffs,Coxport,OK,82185,US,2024-08-30 16:59:32,2024-09-02 16:59:32,2024-09-06 16:59:32,2234.11
415,231,2022-04-27 16:59:32,Delivered,Gift Card,645 House Cliffs,Coxport,OK,82185,US,2022-04-28 16:59:32,2022-05-04 16:59:32,2022-05-13 16:59:32,539.7
416,232,2024-03-28 16:59:32,Delivered,Google Pay,386 Johnson Light Suite 246,Harriston,IA,21764,US,2024-03-29 16:59:32,2024-03-30 16:59:32,2024-04-03 16:59:32,56.32
417,233,2024-03-15 16:59:32,Delivered,PayPal,8755 Heather Knolls Apt. 961,Charlesborough,MT,80273,US,2024-03-17 16:59:32,2024-03-22 16:59:32,2024-03-29 16:59:32,296.29
